sent	item	cond	recode	plausible	model	measure	rating
No detail is too unimportant to not be dealt with.	12	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	0.014915789477527142
No problem is too insignificant to not be uncovered.	13	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	18.385568618774414
No chapter is too nonessential to not be read.	14	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	3.0361132621765137
No memory is too fuzzy to not be remembered.	15	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	2.7759852409362793
No article is too mediocre to not be published.	16	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	4.130460262298584
No fee is too unprofitable to not be charged.	17	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	3.761378288269043
No lecture is too boring to not be attended.	18	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	4.273864269256592
No exam is too useless to not be administered.	19	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	10.52402114868164
No potential habitat is too nutrient-poor to not be inhabited.	20	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	3.4847962856292725
No artificial ingredient is too harmless to not be used.	21	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	4.466310501098633
No possible conversation topic is too unemotional to not be brought up.	22	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	0.03532060980796814
No anonymous tip is too vague to not be acted on.	23	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	1.2665038108825684
No computer game is too harmless to not be banned.	24	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	2.9919273853302
No physics theory is too implausible to not be developed.	25	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	11.969903945922852
No amateur play is too unoriginal to not be attended.	26	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	14.117554664611816
No financial aid package is too small to not be issued.	27	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	20.76021385192871
No social security payment is too small to not be cashed.	28	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	11.278949152561836
No wording is too imprecise to not be understood.	29	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	2.2451915740966797
No plea for clemency is too unreasonable to not be considered.	30	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	0.6515775918960571
No muscle spasm is too painless to not be treated.	31	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	1.624241590499878
No return on investments is too unprofitable to not be managed.	32	in-implsb-qneg	No..too..not..treated	implausible	text-davinci-003	final	9.641227722167969
No head injury is too trivial to be treated.	1	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	5.950169563293457
No plan is too unrealistic to be made.	2	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	5.573929309844971
No mistake is too insignificant to be corrected.	3	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	1.912472128868103
No TV show is too unsuccessful to be continued.	4	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	7.971659183502197
No applicant is too inexperienced to be accepted.	5	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	5.473563194274902
No position under siege is too insignificant to be defended.	6	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	2.4876701831817627
No decision is too unclear to be executed.	7	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	11.741952896118164
No teenager is too rebellious to be accepted.	8	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	10.636317253112793
No heirloom is too worthless to be inherited.	9	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	9.321626663208008
No objection is too negligible to be noticed.	10	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	4.303524494171143
No law is too ambiguous to be interpreted correctly.	11	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	8.037091255187988
No detail is too unimportant to be dealt with.	12	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	0.019860634580254555
No problem is too insignificant to be uncovered.	13	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	16.35988426208496
No chapter is too nonessential to be read.	14	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	4.434289932250977
No memory is too fuzzy to be remembered.	15	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	8.725101470947266
No article is too mediocre to be published.	16	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	4.065185070037842
No fee is too unprofitable to be charged.	17	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	3.766930103302002
No lecture is too boring to be attended.	18	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	3.9383673667907715
No exam is too useless to be administered.	19	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	8.6084623336792
No potential habitat is too nutrient-poor to be inhabited.	20	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	3.417163848876953
No artificial ingredient is too harmless to be used.	21	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	2.66794490814209
No possible conversation topic is too unemotional to be brought up.	22	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	0.028037844225764275
No anonymous tip is too vague to be acted on.	23	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	1.3961241245269775
No computer game is too harmless to be banned.	24	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	1.3340243101119995
No physics theory is too implausible to be developed.	25	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	12.224203109741211
No amateur play is too unoriginal to be attended.	26	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	14.77440071105957
No financial aid package is too small to be issued.	27	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	19.24898910522461
No social security payment is too small to be cashed.	28	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	12.444668718744651
No wording is too imprecise to be understood.	29	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	3.7855968475341797
No plea for clemency is too unreasonable to be considered.	30	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	0.7308852672576904
No muscle spasm is too painless to be treated.	31	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	1.916583776473999
No return on investments is too unprofitable to be managed.	32	in-plsb-qneg	No..too..treated	plausible	text-davinci-003	final	13.74767780303955
No head injury is too severe to be ignored.	1	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	3.535712957382202
No plan is too realistic to be rejected.	2	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	5.902574062347412
No mistake is too fatal to be overlooked.	3	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	5.654342174530029
No TV show is too successful to be discontinued.	4	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	11.803693771362305
No applicant is too experienced to be rejected.	5	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	4.565673828125
No position under siege is too important to be abandoned.	6	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	1.6112732887268066
No decision is too clear to be postponed.	7	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	11.7280912399292
No teenager is too conformist to be marginalized.	8	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	14.513788223266602
No heirloom is too valuable to be thrown out.	9	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	5.262585163116455
No objection is too essential to be ignored.	10	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	4.500244140625
No law is too unambiguous to be misinterpreted.	11	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	1.7882524747401476
No detail is too important to be left out.	12	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	0.698207437992096
No problem is too significant to be concealed.	13	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	11.887079238891602
No chapter is too essential to be skipped.	14	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	1.074043869972229
No memory is too clear to be forgotten.	15	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	1.325198769569397
No article is too exceptional to go unpublished.	16	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	4.69125509262085
No fee is too profitable to be waived.	17	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	5.613288879394531
No lecture is too interesting to be skipped	18	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	1.2268015146255493
No test is too useful to be canceled.	19	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	13.275754928588867
No potential habitat is too nutrient-rich to be uninhabited.	20	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	12.25344088769998
No artificial ingredient is too harmful to be used.	21	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	0.8237001299858093
No possible conversation topic is too emotional to be left out.	22	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	0.5203719139099121
No anonymous tip is too important to be neglected.	23	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	8.226011276245117
No computer game is too violent to be released.	24	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	2.1876494884490967
No physics theory is too plausible to be dismissed.	25	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	5.450052738189697
No amateur play is too original to be missed.	26	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	11.259622573852539
No financial aid package is too large to be cut.	27	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	16.02469253540039
No social security payment is too important to be missed.	28	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	3.1758956909179688
No wording is too precise to be misunderstood.	29	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	4.552014350891113
No plea for clemency is too reasonable to be rejected.	30	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	3.8425099849700928
No muscle spasm is too painful to be overlooked.	31	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	10.329370498657227
No return on investments are too profitable to be disregarded.	32	negini-posadj	No..too severe .. ignored	implausible	text-davinci-003	final	12.624007078906288
Some head injuries are too trivial to be ignored.	1	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	13.351150512695312
Some plans are too unrealistic to be rejected.	2	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	18.25066375732422
Some mistakes are too insignificant to be overlooked.	3	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	11.316679954528809
Some TV shows are too unsuccessful to be discontinued.	4	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	14.689749717712402
Some applicants are too inexperienced to be rejected.	5	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	16.15369987487793
Some positions under siege are too insignificant to be abandoned.	6	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	12.1538724899292
Some decisions are too unclear to be postponed.	7	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	14.052815437316895
Some teenagers are too rebellious to be marginalized.	8	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	21.355365753173828
Some heirlooms are too worthless to be thrown out.	9	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	3.9053092002868652
Some objections are too negligible to be ignored.	10	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	11.262378692626953
Some laws are too ambiguous to be misinterpreted.	11	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	15.456841308623552
Some details are too unimportant to be left out.	12	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	1.1229223012924194
Some problems are too insignificant to be concealed.	13	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	17.872976303100586
Some chapters are too nonessential to be skipped.	14	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	12.751664161682129
Some memories are too fuzzy to be forgotten.	15	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	5.881948947906494
Some articles are too mediocre to go unpublished.	16	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	12.718091011047363
Some fees are too unprofitable to be waived.	17	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	11.090374946594238
Some lectures are too boring to be skipped.	18	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	9.218318939208984
Some tests are too useless to be canceled.	19	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	18.14446258544922
Some potential habitats are too nutrient-poor to be uninhabited.	20	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	19.163688719738275
Some artificial ingredients are too harmless to be used.	21	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	11.255841255187988
Some possible conversation topics are too unemotional to be left out.	22	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	2.836639404296875
Some anonymous tips are too vague to be neglected.	23	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	25.307117462158203
Some computer games are too harmless to be released.	24	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	13.033946990966797
Some physics theories are too implausible to be dismissed.	25	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	13.699575424194336
Some amateur plays are too unoriginal to be missed.	26	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	20.361980438232422
Some financial aid packages are too small to be cut.	27	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	20.314245223999023
Some social security payments are too unimportant to be missed.	28	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	10.111042022705078
Some wordings are too imprecise to be misunderstood.	29	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	13.226175308227539
Some pleas for clemency are too unreasonable to be rejected.	30	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	14.862180709838867
Some muscle spasms are too painless to be overlooked.	31	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	18.338577270507812
Some return on investments are too unprofitable to be disregarded.	32	posini-negadj	Some..too trivial..ignored	implausible	text-davinci-003	final	20.061911218683235
Some head injuries are too severe to be ignored.	1	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	9.860025405883789
Some plans are too realistic to be rejected.	2	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	9.524697303771973
Some mistakes are too fatal to be overlooked.	3	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	4.458603858947754
Some TV shows are too successful to be discontinued.	4	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	10.741494178771973
Some applicants are too experienced to be rejected.	5	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	9.992321014404297
Some positions under siege are too important to be abandoned.	6	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	1.779369592666626
Some decisions are too clear to be postponed.	7	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	9.154284477233887
Some teenagers are too conformist to be marginalized.	8	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	20.172853469848633
Some heirlooms are too valuable to be thrown out.	9	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	4.204602241516113
Some objections are too essential to be ignored.	10	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	3.0296385288238525
Some laws are too unambiguous to be misinterpreted.	11	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	5.150291157653555
Some details are too important to be left out.	12	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	1.169166088104248
Some problems are too significant to be concealed.	13	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	15.03554916381836
Some chapters are too essential to be skipped.	14	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	1.4941432476043701
Some memories are too clear to be forgotten.	15	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	0.5943131446838379
Some articles are too exceptional to go unpublished.	16	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	6.490671157836914
Some fees are too profitable to be waived.	17	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	5.082180023193359
Some lectures are too interesting to be skipped.	18	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	3.6748640537261963
Some tests are too useful to be canceled.	19	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	14.644536972045898
Some potential habitats are too nutrient-rich to be uninhabited.	20	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	17.470220508344937
Some artificial ingredients are too harmful to be used.	21	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	1.363715648651123
Some possible conversation topics are too emotional to be left out.	22	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	3.4930522441864014
Some anonymous tips are too important to be neglected.	23	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	12.808545112609863
Some computer games are too violent to be released.	24	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	6.393899917602539
Some physics theories are too plausible to be dismissed.	25	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	6.145712852478027
Some amateur plays are too original to be missed.	26	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	13.390253067016602
Some financial aid packages are too large to be cut.	27	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	14.620051383972168
Some social security payments are too important to be missed.	28	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	9.421289443969727
Some wordings are too precise to be misunderstood.	29	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	8.517366409301758
Some pleas for clemency are too reasonable to be rejected.	30	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	3.6780285835266113
Some muscle spasms are too painful to be overlooked.	31	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	10.033294677734375
Some return on investments are too profitable to be disregarded.	32	posini-posadj	Some..too severe..ignored	plausible	text-davinci-003	final	14.054090946097858
No head injury is so trivial as to be treated.	1	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	8.921575546264648
No plan is so unrealistic as to be made.	2	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	13.01224136352539
No mistake is so insignificant as to be corrected.	3	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	17.766084671020508
No TV show is so unsuccessful as to be continued.	4	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	15.954970359802246
No applicant is so inexperienced as to be accepted.	5	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	9.11583423614502
No position under siege is so insignificant as to be defended.	6	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	12.940234184265137
No decision is so unclear as to be made.	7	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	5.289514541625977
No teenager is so rebellious as to be accepted.	8	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	13.890604972839355
No heirloom is so worthless as to be inherited.	9	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	12.791768074035645
No objection is so negligible as to be considered.	10	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	6.549794673919678
No law is so ambiguous as to be interpreted correctly.	11	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	8.898622512817383
No detail is so unimportant as to be dealt with.	12	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	0.09012709558010101
No problem is so insignificant as to be solved.	13	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	12.331960678100586
No chapter is so nonessential as to be read.	14	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	13.465829849243164
No memory is so fuzzy as to be remembered.	15	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	11.147119522094727
No article is so mediocre as to be published.	16	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	11.110854148864746
No fee is so unprofitable as to be implemented.	17	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	15.828743934631348
No lecture is so boring as to be attended.	18	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	8.438265800476074
No exam is so useless as to be implemented.	19	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	17.560466766357422
No potential habitat is so nutrient-poor as to be inhabited.	20	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	11.780732154846191
No artificial ingredient is so harmless as to be used.	21	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	5.000242710113525
No possible conversation topic is so unemotional as to be brought up.	22	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	0.0578523613512516
No anonymous tip is so vague as to be taken.	23	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	12.160624504089355
No computer game is so harmless as to be stopped.	24	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	15.675880432128906
No physics theory is so implausible as to be developed.	25	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	20.981822967529297
No amateur play is so unoriginal as to be attended.	26	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	16.84564971923828
No financial aid package is so small as to be issued.	27	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	21.745393753051758
No social security payment is so small as to be cashed.	28	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	22.67689323425293
No wording is so imprecise as to be understood.	29	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	8.573671340942383
No plea for clemency is so unreasonable as to be considered.	30	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	4.380563735961914
No muscle spasm is so painless as to be treated.	31	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	11.610825538635254
No return on investments is so unprofitable as to be managed.	32	so-impl-qpl	No..so..treated	implausible	text-davinci-003	final	17.253759384155273
No head injury is so trivial as to be ignored.	1	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	1.170074462890625
No plan is so unrealistic as to be rejected.	2	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	7.409489154815674
No mistake is so insignificant as to be overlooked.	3	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	1.181107759475708
No TV show is so unsuccessful as to be discontinued.	4	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	7.882368087768555
No applicant is so inexperienced as to be rejected.	5	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	7.10074520111084
No position under siege is so insignificant as to be abandoned.	6	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	7.3436713218688965
No decision is so unclear as to be postponed.	7	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	10.913612365722656
No teenager is so rebellious as to be marginalized.	8	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	18.473981857299805
No heirloom is so worthless as to be thrown out.	9	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	4.273116588592529
No objection is so negligible as to be ignored.	10	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	3.871777296066284
No law is so ambiguous as to be misinterpreted.	11	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	10.78602315671742
No detail is so unimportant as to be left out.	12	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	2.0908303260803223
No problem is so insignificant as to be ignored.	13	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	8.597989082336426
No chapter is so nonessential as to be skipped.	14	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	2.976191997528076
No memory is so fuzzy as to be forgotten.	15	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	4.644455432891846
No article is so mediocre as to go unpublished.	16	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	5.215723514556885
No fee is so unprofitable as to be waived.	17	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	4.454540729522705
No lecture is so boring as to be skipped.	18	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	12.869272232055664
No exam is so useless as to be canceled.	19	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	11.899710655212402
No potential habitat is so nutrient-poor as to be uninhabited.	20	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	12.229669493724941
No artificial ingredient is so harmless as to be abandoned.	21	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	18.5272274017334
No possible conversation topic is so unemotional as to be left out.	22	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	2.50601863861084
No anonymous tip is so vague as to be neglected.	23	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	17.214059829711914
No computer game is so harmless as to be released.	24	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	12.38339614868164
No physics theory is so implausible as to be dismissed.	25	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	4.523518085479736
No amateur play is so unoriginal as to be missed.	26	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	15.603515625
No financial aid package is so small as to be cut.	27	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	18.294322967529297
No social security payment is so small as to be missed.	28	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	12.537636756896973
No wording is so imprecise as to be misunderstood.	29	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	8.611306190490723
No plea for clemency is so unreasonable as to be rejected.	30	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	5.1341328620910645
No muscle spasm is so painless as to be overlooked.	31	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	4.547884464263916
No return on investments is so unprofitable as to be disregarded.	32	so-pl-qpl	No..so..ignored	plausible	text-davinci-003	final	14.887046267045662
Head injuries should be treated, no matter how trivial they are.	1		world knowledge		text-davinci-003	final	5.816442012786865
Plans can be made, no matter how unrealistic they are.	2		world knowledge		text-davinci-003	final	2.4610018730163574
Mistakes should be corrected, no matter how insignificant they are.	3		world knowledge		text-davinci-003	final	2.896446466445923
TV shows can stay on the air, no matter how unsuccessful they are.	4		world knowledge		text-davinci-003	final	0.5208459496498108
Applicants can be accepted, no matter how inexperienced they are.	5		world knowledge		text-davinci-003	final	0.5663242340087891
Positions under siege should be defended, no matter how insignificant they are.	6		world knowledge		text-davinci-003	final	3.4521536827087402
Decisions can be made, no matter how unclear they are.	7		world knowledge		text-davinci-003	final	2.9446027278900146
Teenagers should be accepted, no matter how rebellious they are.	8		world knowledge		text-davinci-003	final	2.7442383766174316
Heirlooms can be inherited, no matter how worthless they are.	9		world knowledge		text-davinci-003	final	3.2273364067077637
Objections should be considered, no matter how negligible they are.	10		world knowledge		text-davinci-003	final	4.511223316192627
Laws can be interpreted correctly, no matter how ambiguous they are.	11		world knowledge		text-davinci-003	final	2.461297035217285
Details should be dealt with, no matter how unimportant they are.	12		world knowledge		text-davinci-003	final	5.677595615386963
Problems should be dealt with, no matter how insignificant they are.	13		world knowledge		text-davinci-003	final	6.052608966827393
Chapters should be read, no matter how nonessential they are.	14		world knowledge		text-davinci-003	final	2.0363242626190186
Memories can be remembered, no matter how fuzzy they are.	15		world knowledge		text-davinci-003	final	2.13883113861084
Articles can be published, no matter how mediocre they are.	16		world knowledge		text-davinci-003	final	0.41563084721565247
Fees should be charged, no matter how unprofitable they are.	17		world knowledge		text-davinci-003	final	0.9725426435470581
Lectures should be attended, no matter how boring they are.	18		world knowledge		text-davinci-003	final	1.4833905696868896
Exams should be given, no matter how useless they are.	19		world knowledge		text-davinci-003	final	2.2898876667022705
Potential habitats can be inhabited, no matter how nutrient-poor they are.	20		world knowledge		text-davinci-003	final	1.311557650566101
Artificial ingredients should be abandoned, no matter how harmless they are.	21		world knowledge		text-davinci-003	final	3.186917543411255
Possible conversation topics can be brought up, no matter how unemotional they are.	22		world knowledge		text-davinci-003	final	1.7828595638275146
Anonymous tips should be acted on, no matter how vague they are.	23		world knowledge		text-davinci-003	final	2.0781784057617188
Computer games can be banned, no matter how harmless they are.	24		world knowledge		text-davinci-003	final	4.38107442855835
Physics theories can be developed, no matter how implausible they are.	25		world knowledge		text-davinci-003	final	4.824693202972412
Amateur plays can be attended, no matter how unoriginal they are.	26		world knowledge		text-davinci-003	final	2.296154022216797
Financial aid packages should be issued, no matter how small they are.	27		world knowledge		text-davinci-003	final	1.6841617822647095
